request_symbol,name,previous_management_style,management_evidence_version,matched_catalog_series_ids,management_style,management_confidence,management_source,evidence,source_url,source_zip,ncen_accession_number,ncen_series_id,ncen_fund_name,ncen_is_etf,ncen_is_index,ncen_match_route,identity_name_similarity,review_note,changed_from_previous
FPXE,First Trust IPOX Europe Equity Opportunities ETF,not_determined,management_style_evidence_1.1,S000063124,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1364608/000175272424283612/0001752724-24-283612-index.html,2024q4_ncen.zip,0001752724-24-283612,S000063124,First Trust IPOX Europe Equity Opportunities ETF,Y,Y,series_id,1.0,,True
FPXI,First Trust International Equity Opportunities ETF,not_determined,management_style_evidence_1.1,S000046902,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1364608/000175272424283612/0001752724-24-283612-index.html,2024q4_ncen.zip,0001752724-24-283612,S000046902,First Trust International Equity Opportunities ETF,Y,Y,series_id,1.0,,True
FQAL,Fidelity Quality Factor ETF,systematic_or_rules_based,management_style_evidence_1.1,S000054753,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/945908/000141036825014301/0001410368-25-014301-index.html,2025q4_ncen.zip,0001410368-25-014301,S000054753,Fidelity Quality Factor ETF,Y,Y,series_id,1.0,,True
FRDM,Freedom 100 Emerging Markets ETF,not_determined,management_style_evidence_1.1,S000065423,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1592900/000114554924078631/0001145549-24-078631-index.html,2024q4_ncen.zip,0001145549-24-078631,S000065423,Freedom 100 Emerging Markets ETF,Y,Y,series_id,1.0,,True
FREL,Fidelity MSCI Real Estate Index ETF,index_passive_identified,management_style_evidence_1.1,S000047984,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/945908/000141036825014301/0001410368-25-014301-index.html,2025q4_ncen.zip,0001410368-25-014301,S000047984,Fidelity MSCI Real Estate Index ETF,Y,Y,series_id,1.0,,False
FRI,First Trust S&P REIT Index Fund,index_passive_identified,management_style_evidence_1.1,S000017163,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1329377/000094040026009992/0000940400-26-009992-index.html,2026q1_ncen.zip,0000940400-26-009992,S000017163,First Trust S&P REIT Index Fund,Y,Y,series_id,1.0,,False
FRNW,Fidelity Clean Energy ETF,not_determined,management_style_evidence_1.1,S000073597,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/945908/000175272425214106/0001752724-25-214106-index.html,2025q3_ncen.zip,0001752724-25-214106,S000073597,Fidelity Clean Energy ETF,Y,Y,series_id,1.0,,True
FRTY,Alger Mid Cap 40 ETF,not_determined,management_style_evidence_1.1,S000069955,non_index_management_identified,high,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; the filing alone does not distinguish discretionary from rules-based management,https://www.sec.gov/Archives/edgar/data/1807486/000094040026010049/0000940400-26-010049-index.html,2026q1_ncen.zip,0000940400-26-010049,S000069955,Alger Mid Cap 40 ETF,Y,,series_id,1.0,,True
FSCS,First Trust SMID Capital Strength ETF,not_determined,management_style_evidence_1.1,,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1552740/000094040026023374/0000940400-26-023374-index.html,2026q2_ncen.zip,0000940400-26-023374,S000058147,First Trust SMID Capital Strength ETF,Y,Y,ticker,1.0,,True
FSEC,Fidelity Investment Grade Securitized ETF,not_determined,management_style_evidence_1.1,S000071132,non_index_management_identified,high,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; the filing alone does not distinguish discretionary from rules-based management,https://www.sec.gov/Archives/edgar/data/1562565/000003540225001561/0000035402-25-001561-index.html,2025q4_ncen.zip,0000035402-25-001561,S000071132,Fidelity Investment Grade Securitized ETF,Y,,series_id,1.0,,True
FSGS,First Trust SMID Growth Strength ETF,systematic_or_rules_based,management_style_evidence_1.1,,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1552740/000094040026023374/0000940400-26-023374-index.html,2026q2_ncen.zip,0000940400-26-023374,S000058148,First Trust SMID Growth Strength ETF,Y,Y,ticker,1.0,,True
FSIG,First Trust Limited Duration Investment Grade Corporate ETF,not_determined,management_style_evidence_1.1,S000072703,non_index_management_identified,high,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; the filing alone does not distinguish discretionary from rules-based management,https://www.sec.gov/Archives/edgar/data/1517936/000094040026000180/0000940400-26-000180-index.html,2026q1_ncen.zip,0000940400-26-000180,S000072703,First Trust Limited Duration Investment Grade Corporate ETF,Y,,series_id,1.0,,True
FSMB,First Trust Short Duration Managed Municipal ETF,active_identified,management_style_evidence_1.1,S000063445,active_identified,high,primary_source_override,Issuer lists FSMB in its official actively managed ETF roster,https://www.ftportfolios.com/retail/etf/etflist.aspx?Type=ActivelyManaged,,,,,,,manual_ticker_override,,,False
FSMD,Fidelity Small-Mid Multifactor ETF,systematic_or_rules_based,management_style_evidence_1.1,S000064786,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/945908/000141036825014301/0001410368-25-014301-index.html,2025q4_ncen.zip,0001410368-25-014301,S000064786,Fidelity Small-Mid Multifactor ETF,Y,Y,series_id,1.0,,True
FSTA,Fidelity MSCI Consumer Staples Index ETF,index_passive_identified,management_style_evidence_1.1,S000042572,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/945908/000141036825014301/0001410368-25-014301-index.html,2025q4_ncen.zip,0001410368-25-014301,S000042572,Fidelity MSCI Consumer Staples Index ETF,Y,Y,series_id,1.0,,False
FSYD,Fidelity Sustainable High Yield ETF,not_determined,management_style_evidence_1.1,S000075296,non_index_management_identified,high,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; the filing alone does not distinguish discretionary from rules-based management,https://www.sec.gov/Archives/edgar/data/945908/000003540225001557/0000035402-25-001557-index.html,2025q4_ncen.zip,0000035402-25-001557,S000075296,Fidelity Sustainable High Yield ETF,Y,,series_id,1.0,,True
FSZ,First Trust Switzerland AlphaDEX Fund,index_passive_identified,management_style_evidence_1.1,S000036505,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1510337/000094040026009998/0000940400-26-009998-index.html,2026q1_ncen.zip,0000940400-26-009998,S000036505,First Trust Switzerland AlphaDEX Fund,Y,Y,series_id,1.0,,False
FTA,First Trust Large Cap Value AlphaDEX Fund,systematic_or_rules_based,management_style_evidence_1.1,S000017340,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1383496/000094040025003091/0000940400-25-003091-index.html,2025q4_ncen.zip,0000940400-25-003091,S000017340,First Trust Large Cap Value AlphaDEX Fund,Y,Y,series_id,1.0,,True
FTAG,First Trust Indxx Global Agriculture ETF,index_passive_identified,management_style_evidence_1.1,,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1364608/000175272424283612/0001752724-24-283612-index.html,2024q4_ncen.zip,0001752724-24-283612,S000028546,First Trust Indxx Global Agriculture ETF,Y,Y,ticker,1.0,,False
FTC,First Trust Large Cap Growth AlphaDEX Fund,systematic_or_rules_based,management_style_evidence_1.1,S000017341,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1383496/000094040025003091/0000940400-25-003091-index.html,2025q4_ncen.zip,0000940400-25-003091,S000017341,First Trust Large Cap Growth AlphaDEX Fund,Y,Y,series_id,1.0,,True
FTCS,First Trust Capital Strength ETF,not_determined,management_style_evidence_1.1,,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1329377/000094040026009992/0000940400-26-009992-index.html,2026q1_ncen.zip,0000940400-26-009992,S000012555,First Trust Capital Strength ETF,Y,Y,ticker,1.0,,True
FTDS,First Trust Dividend Strength ETF,systematic_or_rules_based,management_style_evidence_1.1,,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1329377/000094040026009992/0000940400-26-009992-index.html,2026q1_ncen.zip,0000940400-26-009992,S000013797,First Trust Dividend Strength ETF,Y,Y,ticker,1.0,,True
FTEC,Fidelity MSCI Information Technology Index ETF,index_passive_identified,management_style_evidence_1.1,S000042577,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/945908/000141036825014301/0001410368-25-014301-index.html,2025q4_ncen.zip,0001410368-25-014301,S000042577,Fidelity MSCI Information Technology Index ETF,Y,Y,series_id,1.0,,False
FTGC,First Trust Global Tactical Commodity Strategy Fund,active_identified,management_style_evidence_1.1,S000039654,active_identified,high,primary_source_override,Issuer lists FTGC in its official actively managed ETF roster,https://www.ftportfolios.com/retail/etf/etflist.aspx?Type=ActivelyManaged,,,,,,,manual_ticker_override,,,False
FTHI,First Trust BuyWrite Income ETF,not_determined,management_style_evidence_1.1,,non_index_management_identified,high,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; the filing alone does not distinguish discretionary from rules-based management,https://www.sec.gov/Archives/edgar/data/1552740/000094040026023288/0000940400-26-023288-index.html,2026q2_ncen.zip,0000940400-26-023288,S000040302,First Trust BuyWrite Income ETF,Y,,ticker,1.0,,True
FTLS,First Trust Long/Short Equity,active_identified,management_style_evidence_1.1,S000045700,active_identified,high,primary_source_override,Issuer lists FTLS in its official actively managed ETF roster,https://www.ftportfolios.com/retail/etf/etflist.aspx?Type=ActivelyManaged,,,,,,,manual_ticker_override,,,False
FTQI,First Trust Nasdaq BuyWrite Income ETF,index_passive_identified,management_style_evidence_1.1,,active_identified,high,primary_source_override,Issuer includes FTQI in its official actively managed ETF roster,https://www.ftportfolios.com/retail/etf/etflist.aspx?Type=ActivelyManaged,,,,,,,manual_ticker_override,,The Nasdaq reference describes the option underlying and not an index-tracking mandate.,True
FTRI,First Trust Indxx Global Natural Resources Income ETF,index_passive_identified,management_style_evidence_1.1,,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1364608/000175272424283612/0001752724-24-283612-index.html,2024q4_ncen.zip,0001752724-24-283612,S000028545,First Trust Indxx Global Natural Resources Income ETF,Y,Y,ticker,1.0,,False
FTSD,Franklin Short Duration U.S. Government ETF,not_determined,management_style_evidence_1.1,,non_index_management_identified,high,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; the filing alone does not distinguish discretionary from rules-based management,https://www.sec.gov/Archives/edgar/data/1551895/000094040026023417/0000940400-26-023417-index.html,2026q2_ncen.zip,0000940400-26-023417,S000040579,Franklin Short Duration U.S. Government ETF,Y,,ticker,1.0,,True
FTSL,First Trust Senior Loan Fund,not_determined,management_style_evidence_1.1,S000034146,non_index_management_identified,high,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; the filing alone does not distinguish discretionary from rules-based management,https://www.sec.gov/Archives/edgar/data/1517936/000094040026000180/0000940400-26-000180-index.html,2026q1_ncen.zip,0000940400-26-000180,S000034146,First Trust Senior Loan Fund,Y,,series_id,1.0,,True
FTSM,First Trust Enhanced Short Maturity ETF,not_determined,management_style_evidence_1.1,S000045797,non_index_management_identified,high,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; the filing alone does not distinguish discretionary from rules-based management,https://www.sec.gov/Archives/edgar/data/1517936/000094040026000180/0000940400-26-000180-index.html,2026q1_ncen.zip,0000940400-26-000180,S000045797,First Trust Enhanced Short Maturity ETF,Y,,series_id,1.0,,True
FTXD,First Trust Nasdaq Retail ETF,index_passive_identified,management_style_evidence_1.1,S000053946,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1552740/000094040026023374/0000940400-26-023374-index.html,2026q2_ncen.zip,0000940400-26-023374,S000053946,First Trust S-Network E-Commerce ETF,Y,Y,series_id,0.5818181818181818,,False
FTXG,First Trust Nasdaq Food & Beverage ETF,index_passive_identified,management_style_evidence_1.1,S000053943,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1552740/000094040026023374/0000940400-26-023374-index.html,2026q2_ncen.zip,0000940400-26-023374,S000053943,First Trust Nasdaq Food & Beverage ETF,Y,Y,series_id,1.0,,False
FTXH,First Trust Nasdaq Pharmaceuticals ETF,index_passive_identified,management_style_evidence_1.1,S000053945,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1552740/000094040026023374/0000940400-26-023374-index.html,2026q2_ncen.zip,0000940400-26-023374,S000053945,First Trust Nasdaq Pharmaceuticals ETF,Y,Y,series_id,1.0,,False
FTXL,First Trust Nasdaq Semiconductor ETF,index_passive_identified,management_style_evidence_1.1,S000053947,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1552740/000094040026023374/0000940400-26-023374-index.html,2026q2_ncen.zip,0000940400-26-023374,S000053947,First Trust Nasdaq Semiconductor ETF,Y,Y,series_id,1.0,,False
FTXN,First Trust Nasdaq Oil & Gas ETF,index_passive_identified,management_style_evidence_1.1,S000053944,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1552740/000094040026023374/0000940400-26-023374-index.html,2026q2_ncen.zip,0000940400-26-023374,S000053944,First Trust Nasdaq Oil & Gas ETF,Y,Y,series_id,1.0,,False
FTXO,First Trust Nasdaq Bank ETF,index_passive_identified,management_style_evidence_1.1,S000053942,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1552740/000094040026023374/0000940400-26-023374-index.html,2026q2_ncen.zip,0000940400-26-023374,S000053942,First Trust Nasdaq Bank ETF,Y,Y,series_id,1.0,,False
FTXR,First Trust Nasdaq Transportation ETF,index_passive_identified,management_style_evidence_1.1,S000053948,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1552740/000094040026023374/0000940400-26-023374-index.html,2026q2_ncen.zip,0000940400-26-023374,S000053948,First Trust Nasdaq Transportation ETF,Y,Y,series_id,1.0,,False
